,count,mean,std,min,25%,50%,75%,max
OD_5-1,48096.0,1571.5264783211294,1517.277032044228,0.0,176.33199999999974,1189.88266666667,2769.858,13878.5333333333
OD_5-2,48096.0,12216.467336826308,15883.169034087687,106.666666666667,3375.037333333331,6824.674666666665,14877.838666666674,434971.386666667
OD_5-3,48096.0,14685.35101153273,10898.799524925078,0.0,7848.495333333335,12473.762666666698,18978.77266666665,215284.39466666695
OD_5-4,48096.0,2050.5598310046757,2021.7807325605577,0.0,843.7940000000002,1476.9733333333347,2595.225333333335,24239.392000000003
OD_5-5,48096.0,31417.36265369216,52709.98373721524,0.0,8361.781999999997,14197.47733333335,18387.99733333335,581801.04
OD_5-6,48096.0,3964.2533012863073,4072.5730485800395,0.0,944.7326666666668,2668.0693333333356,5708.936666666665,55642.52
OD_5-7,48096.0,2976.6838316145495,3188.5415305570264,0.0,849.452,1821.3493333333304,3948.8633333333355,33782.9573333333
OD_5-8,48096.0,11461.850938289981,19687.847383886663,0.0,3247.8606666666647,6478.301333333335,10905.607999999975,274043.573333333
OD_5-9,48096.0,5067.147754213861,3875.939083554552,0.0,2573.6413333333326,4141.8466666666645,6633.080666666665,114037.893333333
OD_5-10,48096.0,411.40886593478814,799.4165277343751,0.0,0.0,67.20400000000001,378.934,10504.7813333333
OD_5-11,48096.0,2789.4343047793222,3187.78111694243,0.0,797.417333333334,1790.484,3518.7013333333357,29101.5493333333
OD_5-12,48096.0,20723.545287148,37406.848359010684,0.0,3367.8433333333296,6227.083999999999,11983.119999999999,251670.32533333305
OD_6-1,48096.0,427.004122643585,1003.5578491642847,0.0,0.0,103.0813333333335,410.734666666667,33203.288
OD_6-2,48096.0,17502.268996784445,10004.969049471933,0.0,10945.019333333326,15561.68533333335,21819.5013333333,133647.208
OD_6-3,48096.0,78052.38727860957,39646.243534714464,0.0,48198.18066666665,68308.80133333335,100089.945333333,453277.01333333296
OD_6-4,48096.0,12653.481066644508,9486.2449695413,0.0,6818.833333333334,10438.9466666667,16142.326000000001,179580.645333333
OD_6-5,48096.0,16555.811478653635,27222.952635238777,0.0,2182.376,5509.178666666665,20127.209333333303,245123.048
OD_6-6,48096.0,25911.930986914896,18500.76306953278,0.0,11922.851333333301,21824.47866666665,35544.4226666667,226071.112
OD_6-7,48096.0,9515.313661510248,7689.33893725081,0.0,3620.724,7225.20533333333,13202.818666666675,80709.1306666667
OD_6-8,48096.0,23444.432305333645,18820.05458388374,0.0,11523.072000000002,19143.24266666665,32139.62866666665,372901.173333333
OD_6-9,48096.0,30935.10601070057,24789.08220615641,0.0,15199.459333333349,23914.724000000002,37638.508,311692.106666667
OD_6-10,48096.0,2066.6718970392617,2735.3460409018844,0.0,315.59466666666697,945.3786666666665,2802.917999999998,34914.064
OD_6-11,48096.0,12648.764269128444,8888.831242566277,0.0,6655.596000000002,11082.239999999998,16798.6293333333,59690.9466666667
OD_6-12,48096.0,27969.028285262717,19841.511571456675,0.0,14014.670000000026,23515.2733333333,37071.69466666668,222435.874666667
OD_7-1,48096.0,296.85043917719116,656.7383126345659,0.0,0.0,53.3333333333333,384.356,12417.717333333301
OD_7-2,48096.0,4346.699387946363,3362.1990264657375,0.0,2009.5680000000025,3536.0519999999997,5729.273999999998,33356.9573333333
OD_7-3,48096.0,22610.932798902144,10967.708307003539,0.0,14361.119999999975,20807.534666666652,29272.638,130294.78666666699
OD_7-4,48096.0,10157.868119483144,5113.799226107527,0.0,6964.125333333333,9209.618666666665,12015.84133333335,66054.4666666667
OD_7-5,48096.0,6634.579574794821,5510.407531895104,0.0,3416.69,4624.904,6947.437999999997,48231.28
OD_7-6,48096.0,14649.571377023769,5813.454930052468,0.0,10692.52733333335,13590.099999999999,17422.114666666697,63357.8613333333
OD_7-7,48096.0,9137.214317420665,4384.618763136424,0.0,6054.140000000002,8451.289333333334,11514.3846666667,51438.1733333333
OD_7-8,48096.0,5638.709620259511,3713.7570845540317,0.0,3697.123999999997,5447.789333333335,7432.4659999999985,46406.1146666667
OD_7-9,48096.0,5971.856497283252,4702.0518642682055,0.0,2546.006666666665,4599.523999999999,8335.058,63733.92
OD_7-10,48096.0,1866.1901944998988,1620.915543198345,0.0,445.703333333333,1941.264,2609.949333333335,20222.2266666667
OD_7-11,48096.0,4049.4096556331756,3588.4626054530368,0.0,1836.2853333333348,3386.81333333333,4934.810666666672,32450.48
OD_7-12,48096.0,12653.505748669331,5385.074966552903,0.0,8681.073333333334,11680.295999999998,15548.017999999975,75137.90400000001
OD_8-1,48096.0,643.1039004768438,1148.7427980255784,0.0,53.3333333333333,230.76133333333303,707.0573333333333,22287.128
OD_8-2,48096.0,24112.296176646967,22798.409750860435,0.0,13025.930666666676,20394.300000000003,29769.4826666667,741651.466666667
OD_8-3,48096.0,153810.22663323302,534336.8091004342,0.0,54318.591333333294,85352.41733333335,119554.54666666675,7085250.66666667
OD_8-4,48096.0,17293.773641217627,10610.962313920583,0.0,9098.62533333333,14527.688,23502.38533333335,107685.912
OD_8-5,48096.0,36520.9514020845,86126.5901945983,0.0,5833.420666666668,10982.642666666648,20391.271999999975,2693949.33333333
OD_8-6,48096.0,23881.607990297132,18518.724896022937,0.0,10433.744,20518.771999999997,34078.70866666667,198508.282666667
OD_8-7,48096.0,6751.642190840506,5251.006772045002,0.0,2930.853333333333,5679.936,9482.280000000002,46110.56
OD_8-8,48096.0,20201.263647150085,39142.38994367521,0.0,12186.002000000026,15870.828000000001,20508.865333333302,948653.226666667
OD_8-9,48096.0,54482.691479984824,26281.613952505188,0.0,34937.9113333333,48978.741333333346,68653.03533333333,199555.44533333305
OD_8-10,48096.0,19413.709106841703,23667.197434290898,0.0,11231.426666666674,16714.714666666652,22757.53733333333,381890.613333333
OD_8-11,48096.0,33203.453507485356,14504.58461409937,0.0,22905.854666666677,29743.343999999997,39580.866666666676,161452.77599999998
OD_8-12,48096.0,78659.50542076914,64409.111048103645,0.0,46102.404666666676,75931.484,100436.652,1187019.68
OD_9-1,48096.0,1138.854802672434,1427.0018694870266,0.0,181.4333333333335,663.924,1536.6913333333305,17935.832
OD_9-2,48096.0,31362.29657385252,16730.3445598596,0.0,18508.88866666665,28349.404000000002,41475.004666666675,299953.84
OD_9-3,48096.0,48186.78490330476,50920.95232614738,0.0,23767.3946666667,38510.58266666665,62853.2353333333,2039478.98666667
OD_9-4,48096.0,30411.315110501295,15215.593316341723,0.0,23731.63133333335,28342.983999999997,35247.082666666676,194676.194666667
OD_9-5,48096.0,28111.45645259461,46667.6433229181,0.0,7672.269999999998,11957.333333333301,19578.817333333347,550153.92
OD_9-6,48096.0,35939.90826990434,21976.733194519857,0.0,19576.910000000025,30691.54133333335,48086.9173333333,146271.533333333
OD_9-7,48096.0,13515.179336382853,8357.256202175286,0.0,7008.399333333329,11722.31466666665,18577.488000000027,114934.93066666699
OD_9-8,48096.0,61373.38255727463,30223.866874758573,0.0,53266.47133333336,64860.19866666665,77389.22600000002,569641.2
OD_9-9,48096.0,138476.42999146014,75204.49578237979,0.0,83995.06800000001,117286.516,179530.593333333,1121285.41333333
OD_9-10,48096.0,4296.492900587641,6643.842004865318,0.0,900.5013333333338,2337.072,5463.128666666665,86171.8053333333
OD_9-11,48096.0,21980.731683244445,10952.367865090839,0.0,14966.56666666665,22114.7786666667,29235.646666666697,144809.536
OD_9-12,48096.0,94766.43198741457,66868.51598216395,0.0,52849.37133333334,79396.824,120344.87866666674,799948.88
OD_10-1,48096.0,40.119893213575196,306.00907305075305,0.0,0.0,0.0,0.0,10766.496
OD_10-2,48096.0,830.5865023839996,2013.6285771952787,0.0,53.3333333333333,173.0253333333335,657.489333333333,15927.658666666699
OD_10-3,48096.0,983.9203675979919,2751.9981330959,0.0,32.6386666666667,149.5013333333335,809.5919999999998,116054.085333333
OD_10-4,48096.0,7975.962871701069,8569.661827966313,0.0,2309.5313333333347,5504.16,10486.545333333299,85498.5973333333
OD_10-5,48096.0,1251.7032064203247,2904.4803893852973,0.0,26.6666666666667,94.016,675.7586666666667,48064.264
OD_10-6,48096.0,1368.2878995342567,2483.4460876271487,0.0,208.661333333333,340.344,1133.9106666666676,55655.0613333333
OD_10-7,48096.0,394.6754693946585,1187.6931633915626,0.0,0.0,53.3333333333333,321.72533333333354,33450.0186666667
OD_10-8,48096.0,33139.15029274767,12222.489799303852,0.0,28914.4766666667,33900.12133333335,39612.313333333324,159874.792
OD_10-9,48096.0,3380.149847859728,9845.268285565602,0.0,211.888,491.44266666666704,2660.5980000000027,90821.96
OD_10-10,48096.0,11831.060707307526,10600.675292265183,0.0,7216.091333333334,9675.681333333334,13682.678000000002,330047.09333333303
OD_10-11,48096.0,36759.51131237515,12816.85756064249,0.0,26880.323333333345,35179.576,45547.832666666676,102355.21866666699
OD_10-12,48096.0,732.6018809048943,1517.8607527751883,0.0,53.3333333333333,199.058666666667,803.664,66048.792
OD_11-1,48096.0,389.1684029163976,934.9354126907583,0.0,0.0,102.3053333333335,349.62199999999973,15536.8
OD_11-2,48096.0,13093.031624916872,14487.820227294827,365.184,7442.029999999997,9614.956,13210.756,689214.133333333
OD_11-3,48096.0,29778.434300288383,27538.373945807252,204.77066666666698,12841.691333333323,23714.064,38597.93200000002,406324.24
OD_11-4,48096.0,7455.742618817928,9947.211151289166,0.0,2652.6066666666675,4595.813333333335,8145.046666666667,124523.544
OD_11-5,48096.0,10850.270443945452,16359.53132161828,26.6666666666667,2080.962666666665,4077.1893333333355,8616.168666666665,129276.92
OD_11-6,48096.0,13256.910330006636,22077.073358433565,0.0,4188.418000000003,7762.569333333335,13589.8173333333,492758.346666667
OD_11-7,48096.0,7292.426746229773,13905.892967559728,0.0,2356.6979999999976,3837.6413333333358,6199.279999999997,225366.608
OD_11-8,48096.0,32755.499311931504,51382.232380506095,75.88,16327.888,22877.55333333335,31634.326666666675,608010.48
OD_11-9,48096.0,14216.540256542385,8738.567885096036,26.6666666666667,8633.267333333337,12290.82133333335,17088.91866666665,214884.928
OD_11-10,48096.0,7213.6760492902995,10812.920316100472,748.8746666666658,3147.4640000000004,5164.314666666671,8740.879333333332,435858.053333333
OD_11-11,48096.0,8457.124291306276,9942.978054970179,101.205333333333,3388.5520000000024,5299.154666666671,7793.262666666667,162192.072
OD_11-12,48096.0,19403.545136671328,24596.100085360376,388.7573333333329,6879.69466666667,11398.83066666665,21034.287333333326,269723.573333333
OD_12-1,48096.0,1505.2007202262073,2904.0000800168773,0.0,80.63666666666666,460.09866666666653,1572.5053333333349,33042.968
OD_12-2,48096.0,106196.96324755855,32765.87228250591,0.0,83507.27066666668,103582.2746666665,125737.36799999975,425197.093333333
OD_12-3,48096.0,82878.22225986868,32759.089552826757,0.0,61220.463333333326,79416.02933333335,101347.939333333,576816.48
OD_12-4,48096.0,52318.34499112893,23847.967564760234,0.0,43348.813333333295,54809.31066666664,66394.33199999995,267787.546666667
OD_12-5,48096.0,52489.66099778298,78886.96222013909,0.0,16667.0746666667,24646.9506666667,35695.648666666646,446476.613333333
OD_12-6,48096.0,51266.52268479661,22099.162222408435,0.0,35886.69733333332,47705.5893333333,63939.343333333294,167638.49599999998
OD_12-7,48096.0,20289.110270126126,10915.305364046297,0.0,12418.3033333333,18558.23066666665,26526.890666666703,168899.64800000002
OD_12-8,48096.0,80374.70940785085,48616.92254198538,0.0,53834.169999999984,79727.00266666665,112545.7593333335,735569.413333333
OD_12-9,48096.0,154297.97231154251,53336.97046228742,0.0,121754.9866666665,147946.23200000002,179513.85399999976,668039.68
OD_12-10,48096.0,4346.902971113353,5286.010443079933,0.0,955.9573333333329,2696.7720000000004,6041.655333333334,103493.296
OD_12-11,48096.0,34325.76513295628,16739.022540648384,0.0,25264.486000000026,34385.57866666665,44297.741333333346,132203.928
OD_12-12,48096.0,265117.9733167025,156384.9457688746,0.0,196984.19133333326,244484.28,301205.8933333334,3743616.26666667
