,count,mean,std,min,25%,50%,75%,max
OD_3-22,10769.0,193.298508269198,661.1786304541006,0.0,8.32,23.777778,100.142222,26019.61778
OD_3-23,10769.0,569.5067058732482,1459.2989261873713,0.0,147.413333,307.68,641.253333,116366.3111
OD_4-1,10769.0,809.6838555136952,2960.0081477152366,0.0,68.471111,295.066667,913.68,214281.9378
OD_4-2,10769.0,997.756096618918,2955.4745825057707,0.0,0.462222,14.942222,266.666667,44939.23556
OD_4-3,10769.0,109.12474282551993,1357.8334071262045,0.0,0.0,0.0,0.0,30017.93778
OD_4-4,10769.0,28.09236637032227,117.1054327822758,0.0,0.0,18.115556,46.826667,8592.542222
OD_4-5,10769.0,1.261744307178011,91.44214078793972,0.0,0.0,0.0,0.0,8301.173333
OD_4-6,10769.0,112.57948804438807,585.2719753273883,0.0,0.64,3.857778,25.955556,38657.95556
OD_4-7,10769.0,1582.5807731990924,12171.981216760114,0.0,92.915556,388.302222,1775.9644440000004,1218471.76
OD_4-8,10769.0,865.4542045567805,2657.2129991233433,0.0,11.644444,57.617778,289.831111,33983.29778
OD_4-9,10769.0,449.88665242082243,1257.6629990786892,0.0,3.697778,25.955556,167.946667,23092.73778
OD_4-10,10769.0,2658.871716962297,9549.361194929987,0.0,400.186667,1213.733333,3168.124444,888038.4622
OD_4-11,10769.0,902.0381358024861,9051.47295824198,0.0,25.92,132.026667,594.942222,912007.68
OD_4-12,10769.0,8213.031149106171,20320.026950999065,0.0,2290.462222,5442.266667,11103.38667,1819316.587
OD_4-13,10769.0,6190.325502256299,16883.74816620043,0.0,1379.2,3502.204444,7705.422222,1330002.116
OD_4-14,10769.0,9.50325978215244,105.477235900904,0.0,0.0,0.0,0.5244439999999999,5724.684444
OD_4-15,10769.0,3864.5461883502726,9806.262829284144,0.0,889.1377779999998,2371.582222,4525.555556,658531.2711
OD_4-16,10769.0,1541.1748339414999,2983.249528577581,0.0,87.484444,303.928889,1680.951111,87506.36444
OD_4-17,10769.0,3122.2754556998834,5158.625027744606,0.0,0.0,0.0,5649.457778,50634.39111
OD_4-18,10769.0,3166.762626875479,16816.824816459848,0.0,406.151111,1902.364444,3952.791111,1237784.773
OD_4-19,10769.0,1146.871499890524,4427.673033304708,0.0,86.0,222.773333,1023.626667,203325.7067
OD_4-20,10769.0,7966.492541393771,64059.23025126703,0.0,2253.582222,5541.262222,9940.595556,4281490.596
OD_4-21,10769.0,4813.165320267621,30562.51405673249,0.0,562.808889,2222.5777780000008,6670.035556,2069214.916
OD_4-22,10769.0,163.8490506793533,1020.6830750368226,0.0,0.462222,2.1333330000000004,18.542222,25345.46667
OD_4-23,10769.0,323.5200891456977,1847.180717387045,0.0,18.862222,70.311111,256.773333,156778.8889
OD_5-1,10769.0,376.62994727737157,2545.2098416412755,0.0,19.688889,84.57777800000002,338.755556,219413.6
OD_5-2,10769.0,111.34258128461404,652.8765490607352,0.0,0.0,0.0,12.622222,19641.33333
OD_5-3,10769.0,0.2696521911040951,12.247056090799438,0.0,0.0,0.0,0.0,828.506667
OD_5-4,10769.0,1.9924755212183118,204.81688111006846,0.0,0.0,0.0,0.0,21253.67111
OD_5-5,10769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OD_5-6,10769.0,29.75226008914548,219.02390454161062,0.0,0.0,0.96,13.333332999999998,9025.28
OD_5-7,10769.0,243.02510292469253,2202.5436188696804,0.0,0.0,25.902222,112.471111,182261.6978
OD_5-8,10769.0,564.8805571585992,1517.8536944854407,0.0,0.853333,14.622222,82.52444399999997,16113.36889
OD_5-9,10769.0,168.0497823959481,724.893774697612,0.0,4.524444,19.742222,59.377778,33600.35556
OD_5-10,10769.0,685.780627111615,4223.115857996856,0.0,86.453333,209.155556,484.631111,307548.3911
OD_5-11,10769.0,448.03389648379164,6617.471530201426,0.0,5.36,41.848889,170.71111100000005,576520.7111
OD_5-12,10769.0,1990.0377338416702,17442.52717797392,0.0,293.582222,608.8,1806.551111,1378107.5469999998
OD_5-13,10769.0,1531.576418752534,23688.780370783872,0.0,154.942222,343.6622220000001,975.6,2205162.489
OD_5-14,10769.0,2.9802837529946995,33.43086899826424,0.0,0.0,0.0,0.0,1642.373333
OD_5-15,10769.0,2794.329845548897,49816.295272405674,0.0,425.057778,999.031111,2481.733333,5127595.92
OD_5-16,10769.0,337.0991260989879,5367.662779286881,0.0,1.333333,35.635556,133.644444,355329.4756
OD_5-17,10769.0,431.2598004678236,991.990160724345,0.0,0.0,0.426667,533.04,36856.94222
OD_5-18,10769.0,420.5197272003923,1496.3110192273703,0.0,45.866667,114.817778,302.666667,82840.57777999999
OD_5-19,10769.0,522.5079699971219,2214.26669412166,0.0,74.888889,173.262222,373.466667,129512.4
OD_5-20,10769.0,1926.613458853933,20178.745115021156,0.0,254.595556,768.026667,2005.244444,1425314.0980000002
OD_5-21,10769.0,1109.2349076050748,7095.809805304576,0.0,113.466667,358.755556,1346.48,647756.2222
OD_5-22,10769.0,15.681863803974222,169.3638093699388,0.0,0.0,0.64,2.044444,9903.271111
OD_5-23,10769.0,208.9877099866298,12908.112376746814,0.0,1.884444,14.64,52.168889,1338674.471
OD_6-1,10769.0,218.60186336800004,379.36049456279704,0.0,55.146667,109.093333,210.435556,6045.795556
OD_6-2,10769.0,542.0855897135299,2193.548761889928,0.0,131.066667,335.697778,733.697778,142006.1956
OD_6-3,10769.0,31.01948761983479,113.07197735375944,0.0,0.0,3.813333,27.795556,3515.155556
OD_6-4,10769.0,23.71530379765995,144.32000894447484,0.0,0.542222,2.16,14.4,4897.422222
OD_6-5,10769.0,10.397588119602604,100.43325500944525,0.0,0.0,0.462222,1.582222,3855.822222
OD_6-6,10769.0,0.5865618389822639,9.45467700959681,0.0,0.0,0.0,0.0,260.995556
OD_6-7,10769.0,164.5686239298903,432.0796401319848,0.0,40.604444,80.50666700000002,168.586667,17339.00444
OD_6-8,10769.0,39.46339307205864,98.08363076081469,0.0,5.457778,18.24,43.217778,3653.102222
OD_6-9,10769.0,48.7868222313121,188.66589845150622,0.0,1.511111,14.257778,35.271111,4343.342222
OD_6-10,10769.0,28.724471285077605,79.25437593984942,0.0,1.244444,8.8,29.155556,2598.115556
OD_6-11,10769.0,9.567141908348185,59.705680722114906,0.0,0.0,0.462222,1.84,2730.648889
OD_6-12,10769.0,26905.846175780352,25084.420327882017,0.0,21638.56889,27399.65333,32707.90222,1839477.858
OD_6-13,10769.0,366.8916127597728,1008.0249259340678,0.0,53.77777800000001,143.173333,352.0,24358.73778
OD_6-14,10769.0,0.38075216287492036,3.580115890446992,0.0,0.0,0.0,0.0,212.231111
OD_6-15,10769.0,536.3348582891629,1304.5207062368142,0.0,38.444444,150.088889,529.4222219999998,86580.23111000001
OD_6-16,10769.0,160.23953116241046,259.7269558668088,0.0,70.088889,111.502222,175.688889,8946.257778
OD_6-17,10769.0,1338.7558205165747,4029.5987697167984,0.0,7.76,357.2177779999999,2304.977778,228921.5733
OD_6-18,10769.0,3020.461243283119,2653.785075717574,0.0,1229.217778,2553.991111,4588.96,122614.8
OD_6-19,10769.0,1279.5033720256306,1690.6842750446665,0.0,322.2133330000001,752.506667,1628.124444,31989.733330000006
OD_6-20,10769.0,4480.526708563006,6808.9179568355075,0.0,923.751111,2268.808889,3927.048889,168326.0356
OD_6-21,10769.0,1046.4078661971423,1231.6279410765205,0.0,242.64888900000003,647.244444,1545.208889,30493.95556
OD_6-22,10769.0,6.751697547033177,26.115795849418696,0.0,0.0,0.8888889999999999,2.844444,1382.186667
OD_6-23,10769.0,22.58694565577119,183.11906460156288,0.0,0.0,0.96,12.515556,5598.5066670000015
OD_7-1,10769.0,1173.206466299666,1781.9389116091845,0.0,222.577778,546.5422219999998,1478.115556,52531.71556
OD_7-2,10769.0,2807.6990192011417,8536.026803613164,0.0,119.813333,475.16444400000006,1725.982222,364718.7822
OD_7-3,10769.0,2541.0736810395806,3525.5872874432534,0.0,268.195556,2082.488889,3943.057778,204400.8089
OD_7-4,10769.0,1805.61067673599,4986.135960771998,0.0,139.697778,524.808889,2041.608889,357552.64
OD_7-5,10769.0,416.64499211207846,911.4110493142971,0.0,23.546667000000006,145.484444,417.377778,33056.76444
OD_7-6,10769.0,349.48013907549495,716.9685050805836,0.0,75.022222,166.98666699999995,353.057778,21441.92
OD_7-7,10769.0,428.0021328747331,728.9868640743939,0.0,19.6,238.213333,749.4222219999998,41060.98667
OD_7-8,10769.0,1604.0679646370108,4855.714094826686,2.213333,233.466667,646.284444,1866.275556,363675.5289
OD_7-9,10769.0,851.0868331867488,3612.8761947928797,0.0,82.50666700000002,253.884444,953.208889,185708.9422
OD_7-10,10769.0,1007.8078682670543,1522.4812178981012,0.0,235.74222200000003,917.537778,1446.684444,89866.89778
OD_7-11,10769.0,355.39795173544366,868.0600537568388,0.0,51.831111,208.008889,440.222222,52554.50667
OD_7-12,10769.0,10194.017233788845,17395.787027136506,175.43111100000004,4279.226667,7631.36,13385.11111,1157161.369
OD_7-13,10769.0,9412.309555187969,17467.545928568772,16.764444,456.693333,1788.986667,8937.475556,191548.3911
OD_7-14,10769.0,84.88827478289544,289.93221599796215,0.0,0.0,1.137778,72.604444,16944.32
OD_7-15,10769.0,1226.587576271242,2023.7678150141405,1.395556,271.537778,693.5911110000002,1477.608889,97672.62222
OD_7-16,10769.0,4983.002547642496,8427.783861131513,36.8,1439.555556,3240.4,6390.5333329999985,501383.9289
OD_7-17,10769.0,1568.0149267901395,6236.194903545902,0.0,265.457778,735.493333,1539.2888890000004,437130.1067
OD_7-18,10769.0,9628.842135758836,17828.535099437737,67.368889,3217.013333,6490.5333329999985,11309.85778,941842.7822
OD_7-19,10769.0,10499.37471867569,30683.396110049634,8.88,2611.333333,6349.706667,13153.99111,2448645.0930000003
OD_7-20,10769.0,10269.270590305885,15709.227343546945,271.742222,5027.564444,8443.857778,13179.65333,1093655.778
OD_7-21,10769.0,18208.420976231744,24811.785589344792,21.955556,1459.431111,11297.93778,28062.18667,1366652.524
OD_7-22,10769.0,275.9786407504883,1427.3781344341025,0.0,23.235556,74.844444,232.995556,68496.01778
OD_7-23,10769.0,768.5335355583596,1250.6721472317909,0.0,96.977778,357.057778,938.648889,43978.52444
OD_8-1,10769.0,700.6545412990976,10523.394832251959,0.0,42.133333,123.973333,484.915556,1006311.733
OD_8-2,10769.0,487.283588899425,7985.727881151307,0.0,0.7377779999999999,13.333332999999998,112.853333,501201.4489
OD_8-3,10769.0,1126.6317673354201,19845.807476787475,0.0,32.862222,151.76,935.813333,1603350.249
OD_8-4,10769.0,508.4339558986904,9266.277304108888,0.0,3.777778,36.684444,145.973333,599059.5022
OD_8-5,10769.0,1102.1372334872447,55548.039993244,0.0,0.462222,3.493333,48.16,5132951.778
OD_8-6,10769.0,145.69248275225294,1236.539888617,0.0,4.08,17.502222,47.991111,100630.9956
OD_8-7,10769.0,11416.278839049592,300443.17735101125,0.0,2304.782222,3358.453333,5366.977778,18212905.86
OD_8-8,10769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OD_8-9,10769.0,186.8334169043541,2652.065520493155,0.0,0.7377779999999999,13.333332999999998,49.582222,161381.3511
OD_8-10,10769.0,290.0138719153129,3409.4927923967803,0.0,8.08,41.644444,128.151111,210669.7689
OD_8-11,10769.0,242.80649355789723,1431.6036000587787,0.0,0.853333,3.991111,31.591111,50900.55111
OD_8-12,10769.0,7079.5529365428565,89018.93028382292,15.306667,840.9333330000002,2038.222222,5995.226667,5402570.924
OD_8-13,10769.0,5557.130140280513,103243.56513916263,29.271111,597.991111,1523.164444,3539.102222,6351145.778
OD_8-14,10769.0,210.20469043105234,3564.6977248256476,0.0,0.0,0.0,64.888889,238456.5778
OD_8-15,10769.0,1197.414815776492,4987.993375648632,0.0,48.675556,211.946667,1112.96,280531.9022
OD_8-16,10769.0,1371.6068038565281,16363.355237722333,0.0,198.08,428.222222,874.2488890000002,1124766.284
OD_8-17,10769.0,10268.432756568935,130190.05994188372,0.0,394.897778,4715.982222,12547.53778,7287114.569
OD_8-18,10769.0,4490.298916465401,79691.17000803597,8.115556,280.026667,750.391111,2102.702222,5420398.177999998
OD_8-19,10769.0,3195.644591284239,30040.649955107467,0.0,98.16,300.568889,1132.791111,2270338.684
OD_8-20,10769.0,29253.79398840391,242519.31846734908,685.271111,14176.42667,20382.56889,28690.13333,13599678.2
OD_8-21,10769.0,20986.33400910433,319438.9226581407,3.075556,327.893333,15782.55111,19188.18667,18529027.7
OD_8-22,10769.0,114.5353622100471,1874.4839139105534,0.0,0.568889,3.2,47.128889,124114.8089
OD_8-23,10769.0,635.7407802288983,8980.646987741013,0.0,1.297778,16.071111,121.466667,604520.2222
OD_9-1,10769.0,3777.788963906654,183942.5009562153,0.0,383.795556,965.893333,2807.608889,19088743.53
OD_9-2,10769.0,931.950929927945,1253.4697244800998,0.0,227.92888900000003,596.764444,1130.24,16089.822219999998
OD_9-3,10769.0,1245.556871267156,1611.3041936782108,0.0,41.315556,757.546667,1957.475556,26385.86667
OD_9-4,10769.0,1107.6161409792041,1791.6922005878564,0.0,167.44888899999995,497.528889,1281.128889,34986.41778
OD_9-5,10769.0,420.1227531692819,837.8866876988114,0.0,56.151111,159.955556,419.786667,37640.60444
OD_9-6,10769.0,158.0727627661803,432.19761873828355,0.0,35.28,63.71555600000001,116.977778,10344.15111
OD_9-7,10769.0,568.8026586577191,939.7888969813869,0.0,11.466667,290.693333,649.208889,14219.86667
OD_9-8,10769.0,423.0444415570634,781.0528636093829,0.0,72.78222199999998,222.311111,533.688889,32797.57333
OD_9-9,10769.0,4080.5149696110097,183936.31205828543,24.248889,1094.968889,1626.577778,2726.168889,19088743.53
OD_9-10,10769.0,1603.5583347262525,1304.3461062409156,0.0,829.253333,1276.897778,1958.435556,31743.2
OD_9-11,10769.0,809.4674260493111,1040.4965154792665,0.968889,180.4,424.195556,1029.182222,14534.83556
OD_9-12,10769.0,561719.058561827,262851.42167299346,43403.84,492004.1956,596561.1911,674949.9467,19088743.53
OD_9-13,10769.0,4544.258660564858,159682.95861678658,40.844444,1610.826667,2569.857778,3808.48,16572378.28
OD_9-14,10769.0,21.159030555761916,80.50448254261705,0.0,0.0,0.0,10.826667,1402.151111
OD_9-15,10769.0,14561.306740952308,22054.169928583888,124.213333,1985.662222,4268.737778,9340.195556,298257.0756
OD_9-16,10769.0,962.6663472287154,1175.9231579220805,43.706667,360.791111,583.208889,1063.048889,17483.66222
OD_9-17,10769.0,12259.471703374034,20003.19699877507,1.724444,462.373333,5426.737778,13830.142219999998,460487.3689
OD_9-18,10769.0,80456.4022585039,189312.6298037613,630.755556,48468.06222,72057.81332999999,118064.3467,19088743.53
OD_9-19,10769.0,11757.997556762373,16822.498945246898,28.346667,1484.373333,3366.862222,9460.035556,86448.88
OD_9-20,10769.0,94486.0478840654,141248.03762417936,2001.671111,24380.18667,36354.29333,77560.50667,2952936.151
OD_9-21,10769.0,5940.818977205413,183951.68687984307,93.235556,1022.391111,2212.8266670000007,6761.413333,19088743.53
OD_9-22,10769.0,90.67780397975726,419.6322534624039,0.0,5.7155559999999985,16.871111,59.262222,12329.29778
OD_9-23,10769.0,474.91953405116806,576.6528704175184,0.0,135.92,290.062222,595.804444,9155.706667
OD_10-1,10769.0,624.3623173545337,1043.715526936072,0.0,102.871111,277.004444,712.053333,22953.24444
OD_10-2,10769.0,333.18910040198693,833.3414931423519,0.0,3.155556,94.151111,416.764444,26636.77333
OD_10-3,10769.0,2829.303459100759,4010.223767458782,0.0,18.293333,1151.982222,4326.24,42383.91111
OD_10-4,10769.0,1582.5957643862023,3259.87881407478,0.0,0.0,25.315556,1726.7822219999996,38290.4
OD_10-5,10769.0,725.4803371803339,1791.238864452155,0.0,50.968889,146.471111,538.266667,26268.72
OD_10-6,10769.0,36.819764562262634,97.83065443834306,0.0,1.226667,13.048889,39.60888900000001,2480.302222
OD_10-7,10769.0,210.0423652300127,386.8130603653685,0.0,0.0,83.537778,243.608889,6420.764444
OD_10-8,10769.0,417.2447894754382,1467.9685875004154,0.0,12.915556,53.253333,184.426667,27632.10667
OD_10-9,10769.0,446.79628564258167,1024.6905740118102,0.0,5.804444,38.044444,306.2133330000001,20793.18222
OD_10-10,10769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OD_10-11,10769.0,3495.9689644210157,7213.620524426906,0.0,257.28,669.502222,2860.968889,81170.22222000001
OD_10-12,10769.0,197983.67962050563,246051.10340668575,0.0,35435.44,155968.6311,339296.2844,19088743.53
OD_10-13,10769.0,3229.9278373178595,3869.7223268273738,0.0,955.022222,1912.675556,3966.631111,60859.26222
OD_10-14,10769.0,10.536661420280396,36.23109566364487,0.0,0.0,0.0,2.773333,697.244444
OD_10-15,10769.0,71672.00308955851,187115.36648488784,0.0,46414.20444,62345.48444,88697.54667000003,19088743.53
OD_10-16,10769.0,342.59274337153056,843.3760252175895,0.0,43.786667,127.626667,331.813333,16003.662219999998
OD_10-17,10769.0,135200.00541480194,143457.8684688024,0.0,985.004444,99320.97778,284934.5867,872950.6133
OD_10-18,10769.0,7731.001052020765,28510.676004854176,0.0,272.275556,718.595556,2094.248889,203842.8533
OD_10-19,10769.0,10678.018473604434,12963.249594320421,0.0,2590.355556,4186.88,12730.27556,99873.63556
OD_10-20,10769.0,56121.823868791456,94435.17712363298,0.0,12350.21333,18994.55111,35956.88,466807.1467
OD_10-21,10769.0,4605.329736278396,183946.36270170123,0.0,447.866667,1290.088889,4595.2,19088743.53
OD_10-22,10769.0,53.55354898662932,370.78961541913213,0.0,0.355556,1.511111,15.751110999999998,9435.591111
OD_10-23,10769.0,403.2978438059241,568.4245288083556,0.0,93.288889,219.297778,501.937778,8150.568889
OD_11-1,10769.0,450.338498364287,771.8757335687533,0.0,34.053333,156.213333,485.493333,14569.89333
OD_11-2,10769.0,171.01808030039982,489.37866744102536,0.0,0.7111109999999999,26.568889,183.786667,16914.693330000002
OD_11-3,10769.0,731.1753696355262,1162.8151901666051,0.0,0.0,254.382222,986.151111,13242.53333
OD_11-4,10769.0,583.9231704172171,1564.6017283803887,0.0,0.0,1.6177780000000002,307.368889,21217.24444
OD_11-5,10769.0,484.6796075255802,1567.5640621510697,0.0,8.426667,58.933333,214.817778,29694.94222
OD_11-6,10769.0,21.302950666078292,166.6001961425279,0.0,0.0,0.533333,9.288889,5373.333333
OD_11-7,10769.0,135.8799046673799,634.7345090451878,0.0,0.0,25.902222,99.306667,23519.86667
OD_11-8,10769.0,68.71571031312243,225.11675950159366,0.0,1.297778,8.702222,46.4,6695.893333
OD_11-9,10769.0,248.95978704308695,678.1866107780327,0.0,1.306667,16.604444,155.28,17226.32
OD_11-10,10769.0,2380.984060836015,3943.816751888113,0.0,508.444444,1056.311111,2469.7866670000008,141558.4444
OD_11-11,10769.0,1772.564402864147,183945.70612306218,0.0,0.0,0.0,0.0,19088743.53
OD_11-12,10769.0,172612.20562879377,231847.94795804462,8187.973333,23104.26667,161119.3689,287272.7378,19088743.53
OD_11-13,10769.0,1273.7324484918818,2155.1914204684967,4.568889,266.96,617.0222219999998,1375.057778,46032.82667
OD_11-14,10769.0,10.128919862011346,121.16428959393099,0.0,0.0,0.0,0.355556,4787.022222
OD_11-15,10769.0,121045.85146194091,197465.34474323623,50.835556,61460.48889,107451.0667,169259.4844,19088743.53
OD_11-16,10769.0,327.2116309215344,965.8567321292678,0.0,7.244444,57.591111,226.86222200000003,17565.12
OD_11-17,10769.0,103902.80482380334,107755.14260908296,3.4844440000000003,601.031111,95587.86667,199533.44,992870.08
OD_11-18,10769.0,6831.0513428127215,27471.99260887968,0.0,100.862222,294.933333,975.786667,190807.2533
OD_11-19,10769.0,5317.246262107467,183934.5913918423,1.928889,1572.551111,2836.782222,4727.511111,19088743.53
OD_11-20,10769.0,57159.40703295693,208154.885246501,701.2888889999998,8321.902222,15662.91556,36731.82222,19088743.53
OD_11-21,10769.0,2148.326110538486,2463.8818246526575,1.448889,257.182222,1089.404444,3357.608889,16305.63556
OD_11-22,10769.0,144.8667653238,840.270568660464,0.0,0.0,0.7111109999999999,6.186667,13097.84889
OD_11-23,10769.0,179.63505370703095,374.39259370777376,0.0,9.493333,47.893333,182.897778,7179.831111
OD_12-1,10769.0,7550.807607947265,184059.5415446023,0.0,1372.3377779999996,3217.795556,6299.226667,19088743.53
OD_12-2,10769.0,8028.1924098972995,7870.638809664214,21.715556,3365.173333,5404.168889000001,9783.671111,115889.12
